Pmax (MW),Pmin (MW),Type,Cost ($/MWh),EF,CC,Zone
86.5,50,NGCT,26.3,0.59,0.98,DEOK_OH
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
86.5,50,NGCT,26.3,0.59,0.98,AEP_IN
195.5,130,NGCT,26.3,0.59,0.98,AEP_NC
195.5,130,NGCT,26.3,0.59,0.98,AEP_NC
195.5,130,NGCT,26.3,0.59,0.98,AEP_NC
195.5,130,NGCT,26.3,0.59,0.98,AEP_NC
195.5,130,NGCT,26.3,0.59,0.98,AEP_NC
180,90,NGCC,18.75,0.4,0.98,CE_IL
180,90,NGCC,18.75,0.4,0.98,CE_IL
180,90,NGCC,18.75,0.4,0.98,CE_IL
180,90,NGCC,18.75,0.4,0.98,CE_IL
134,65,NGCC,18.75,0.4,0.98,CE_IL
134,65,NGCC,18.75,0.4,0.98,CE_IL
134,65,NGCC,18.75,0.4,0.98,CE_IL
134,65,NGCC,18.75,0.4,0.98,CE_IL
0.9,0.7,Landfill_NG,15,0.39,0.43,DOM_VA
0.9,0.7,Landfill_NG,15,0.39,0.43,DOM_VA
1.6,0.8,Landfill_NG,15,0.39,0.43,DOM_VA
1.6,0.8,Landfill_NG,15,0.39,0.43,DOM_VA
1.6,0.8,Landfill_NG,15,0.39,0.43,DOM_VA
181.9,105,NGCC,18.75,0.4,0.98,CE_IL
179.4,105,NGCC,18.75,0.4,0.98,CE_IL
133.1,60,NGCC,18.75,0.4,0.98,CE_IL
133.1,60,NGCC,18.75,0.4,0.98,CE_IL
210,147,NGCC,18.75,0.4,0.98,CE_IL
210,147,NGCC,18.75,0.4,0.98,CE_IL
191.2,134,NGCC,18.75,0.4,0.98,CE_IL
250,95,NGCC,18.75,0.4,0.98,PL_PA
250,95,NGCC,18.75,0.4,0.98,PL_PA
228,95,NGCC,18.75,0.4,0.98,PL_PA
43.8,4,NGCT,26.3,0.59,0.98,DUQ_PA
43.8,4,NGCT,26.3,0.59,0.98,DUQ_PA
230,120,NGCT,26.3,0.59,0.98,AEP_KY
230,120,NGCT,26.3,0.59,0.98,AEP_KY
230,120,NGCT,26.3,0.59,0.98,AEP_KY
230,120,NGCT,26.3,0.59,0.98,AEP_KY
230,120,NGCT,26.3,0.59,0.98,AEP_KY
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
192,100,NGCT,26.3,0.59,0.98,CE_IL
135,89,NGCT,26.3,0.59,0.98,CE_IL
135,89,NGCT,26.3,0.59,0.98,CE_IL
82.9,1,NGCC,18.75,0.4,0.98,CE_IL
45.3,22,NGCC,18.75,0.4,0.98,CE_IL
45.3,22,NGCC,18.75,0.4,0.98,CE_IL
45.3,22,NGCC,18.75,0.4,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
59,30,NGCT,26.3,0.59,0.98,AEP_OH
59,30,NGCT,26.3,0.59,0.98,AEP_OH
59,30,NGCT,26.3,0.59,0.98,AEP_OH
59,30,NGCT,26.3,0.59,0.98,AEP_OH
59,30,NGCT,26.3,0.59,0.98,AEP_IN
59,30,NGCT,26.3,0.59,0.98,AEP_IN
59,30,NGCT,26.3,0.59,0.98,AEP_IN
59,30,NGCT,26.3,0.59,0.98,AEP_IN
186,95,NGCC,18.75,0.4,0.98,ATSI_PA
186,95,NGCC,18.75,0.4,0.98,ATSI_PA
242,100,NGCC,18.75,0.4,0.98,ATSI_PA
58.9,22,NGCT,26.3,0.59,0.98,AP_PA
58.9,25,NGCT,26.3,0.59,0.98,AP_PA
58.9,22,NGCT,26.3,0.59,0.98,AP_PA
58.9,22,NGCT,26.3,0.59,0.98,AP_PA
58.9,27,NGCT,26.3,0.59,0.98,AP_PA
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
86.5,45,NGCT,26.3,0.59,0.98,CE_IL
158,134,NGCT,26.3,0.59,0.98,CE_IL
158,134,NGCT,26.3,0.59,0.98,CE_IL
180.2,120,NGCC,18.75,0.4,0.98,JC_NJ
180.2,120,NGCC,18.75,0.4,0.98,JC_NJ
180.2,120,NGCC,18.75,0.4,0.98,JC_NJ
280.5,60,NGCC,18.75,0.4,0.98,JC_NJ
94,45,NGCT,26.3,0.59,0.98,CE_OH
94,45,NGCT,26.3,0.59,0.98,CE_OH
94,45,NGCT,26.3,0.59,0.98,CE_OH
94,45,NGCT,26.3,0.59,0.98,CE_OH
94,45,NGCT,26.3,0.59,0.98,CE_OH
94,45,NGCT,26.3,0.59,0.98,CE_OH
58.9,12.5,NGCT,26.3,0.59,0.98,CE_IL
58.9,12.5,NGCT,26.3,0.59,0.98,CE_IL
58.9,12.5,NGCT,26.3,0.59,0.98,CE_IL
58.9,12.5,NGCT,26.3,0.59,0.98,CE_IL
58.9,12.5,NGCT,26.3,0.59,0.98,CE_IL
58.9,12.5,NGCT,26.3,0.59,0.98,CE_IL
89,45,NGCT,26.3,0.59,0.98,CE_IL
89,45,NGCT,26.3,0.59,0.98,CE_IL
89,45,NGCT,26.3,0.59,0.98,CE_IL
89,45,NGCT,26.3,0.59,0.98,CE_IL
181.9,92,NGCC,18.75,0.4,0.98,AEP_IN
181.9,92,NGCC,18.75,0.4,0.98,AEP_IN
213,25,NGCC,18.75,0.4,0.98,AEP_IN
33,26,NGCT,26.3,0.59,0.98,AEP_OH
16.5,12,NGCT,26.3,0.59,0.98,AEP_OH
33,26,NGCT,26.3,0.59,0.98,AEP_OH
16.5,12,NGCT,26.3,0.59,0.98,AEP_OH
33,26,NGCT,26.3,0.59,0.98,ATSI_OH
16.5,12,NGCT,26.3,0.59,0.98,ATSI_OH
86.5,64,NGCT,26.3,0.59,0.98,AEP_WV
86.5,64,NGCT,26.3,0.59,0.98,AEP_WV
86.5,64,NGCT,26.3,0.59,0.98,AEP_WV
86.5,64,NGCT,26.3,0.59,0.98,AEP_WV
86.5,64,NGCT,26.3,0.59,0.98,AEP_WV
86.5,64,NGCT,26.3,0.59,0.98,AEP_WV
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
50.9,25,NGCT,26.3,0.59,0.98,PS_IL
58.9,25,NGCT,26.3,0.59,0.98,AEP_WV
58.9,25,NGCT,26.3,0.59,0.98,AEP_WV
58.9,25,NGCT,26.3,0.59,0.98,AEP_WV
58.9,25,NGCT,26.3,0.59,0.98,AEP_WV
58.9,25,NGCT,26.3,0.59,0.98,AEP_WV
58.9,25,NGCT,26.3,0.59,0.98,AEP_WV
57,25,NGCT,26.3,0.59,0.98,AP_VA
57,25,NGCT,26.3,0.59,0.98,AP_VA
57,25,NGCT,26.3,0.59,0.98,AP_VA
57,25,NGCT,26.3,0.59,0.98,AP_VA
57,25,NGCT,26.3,0.59,0.98,AP_VA
156.4,109,NGCT,26.3,0.59,0.98,PS_IL
156.4,109,NGCT,26.3,0.59,0.98,PS_IL
245,140,NGCC,18.75,0.4,0.98,AEP_MI
147,70,NGCC,18.75,0.4,0.98,AEP_MI
245,140,NGCC,18.75,0.4,0.98,AEP_MI
147,75,NGCC,18.75,0.4,0.98,AEP_MI
245,140,NGCC,18.75,0.4,0.98,AEP_MI
147,75,NGCC,18.75,0.4,0.98,AEP_MI
198.9,105,NGCC,18.75,0.4,0.98,PL_PA
198.9,105,NGCC,18.75,0.4,0.98,PL_PA
198.9,105,NGCC,18.75,0.4,0.98,PL_PA
198.9,105,NGCC,18.75,0.4,0.98,PL_PA
271.2,55,NGCC,18.75,0.4,0.98,PL_PA
271.2,55,NGCC,18.75,0.4,0.98,PL_PA
259.2,116.8,NGCC,18.75,0.4,0.98,PL_PA
259.2,116.8,NGCC,18.75,0.4,0.98,PL_PA
259.2,75,NGCC,18.75,0.4,0.98,PL_PA
172,100,NGCT,26.3,0.59,0.98,AP_PA
172,100,NGCT,26.3,0.59,0.98,AP_PA
172,100,NGCT,26.3,0.59,0.98,AP_PA
172,100,NGCT,26.3,0.59,0.98,AP_PA
198.9,100,NGCT,26.3,0.59,0.98,AEP_OH
198.9,100,NGCT,26.3,0.59,0.98,AEP_OH
198.9,100,NGCT,26.3,0.59,0.98,AEP_OH
198.9,100,NGCT,26.3,0.59,0.98,AEP_OH
172,105,NGCT,26.3,0.59,0.98,AP_WV
172,105,NGCT,26.3,0.59,0.98,AP_WV
198.9,90,NGCC,18.75,0.4,0.98,DEOK_OH
198.9,90,NGCC,18.75,0.4,0.98,DEOK_OH
280.5,173,NGCC,18.75,0.4,0.98,DEOK_OH
203.2,85,NGCC,18.75,0.4,0.98,AEP_IN
203.2,85,NGCC,18.75,0.4,0.98,AEP_IN
213,130,NGCC,18.75,0.4,0.98,AEP_IN
57.5,35,Oil,40,0.82,0.98,AP_VA
57.5,35,Oil,40,0.82,0.98,AP_VA
57.5,35,Oil,40,0.82,0.98,AP_VA
57.5,35,Oil,40,0.82,0.98,AP_VA
57.5,35,Oil,40,0.82,0.98,AP_VA
57.5,35,Oil,40,0.82,0.98,AP_VA
57.5,35,Oil,40,0.82,0.98,AP_VA
198.9,100,NGCT,26.3,0.59,0.98,CE_IL
198.9,100,NGCT,26.3,0.59,0.98,CE_IL
198.9,100,NGCT,26.3,0.59,0.98,CE_IL
198.9,90,NGCC,18.75,0.4,0.98,AEP_OH
198.9,90,NGCC,18.75,0.4,0.98,AEP_OH
317.1,120,NGCC,18.75,0.4,0.98,AEP_OH
195.5,115.5,NGCT,26.3,0.59,0.98,AEP_OH
195.5,115.5,NGCT,26.3,0.59,0.98,AEP_OH
195.5,115.5,NGCT,26.3,0.59,0.98,AEP_OH
195.5,115.5,NGCT,26.3,0.59,0.98,AEP_OH
195.5,115.5,NGCT,26.3,0.59,0.98,AEP_OH
135,92.1,NGCT,26.3,0.59,0.98,PS_IL
135,92.3,NGCT,26.3,0.59,0.98,PS_IL
135,90.8,NGCT,26.3,0.59,0.98,PS_IL
135,92.3,NGCT,26.3,0.59,0.98,PS_IL
207,100,NGCC,18.75,0.4,0.98,DOM_VA
207,100,NGCC,18.75,0.4,0.98,DOM_VA
207,100,NGCC,18.75,0.4,0.98,DOM_VA
390.4,50,NGCC,18.75,0.4,0.98,DOM_VA
268,125,NGCC,18.75,0.4,0.98,AEP_IN
268,125,NGCC,18.75,0.4,0.98,AEP_IN
174,80,NGCC,18.75,0.4,0.98,AEP_IN
174,80,NGCC,18.75,0.4,0.98,AEP_IN
174,80,NGCC,18.75,0.4,0.98,AEP_IN
174,80,NGCC,18.75,0.4,0.98,AEP_IN
174.2,94,NGCC,18.75,0.4,0.98,AEP_OH
174.2,94,NGCC,18.75,0.4,0.98,AEP_OH
174.2,94,NGCC,18.75,0.4,0.98,AEP_OH
399,94,NGCC,18.75,0.4,0.98,AEP_OH
198.9,100,NGCC,18.75,0.4,0.98,ME_PA
198.9,100,NGCC,18.75,0.4,0.98,ME_PA
317.1,120,NGCC,18.75,0.4,0.98,ME_PA
120,80,NGCC,18.75,0.4,0.98,BC_PA
120,80,NGCC,18.75,0.4,0.98,BC_PA
120,80,NGCC,18.75,0.4,0.98,BC_PA
234.9, ,NGCC,18.75,0.4,0.98,BC_PA
234.9, ,NGCC,18.75,0.4,0.98,BC_PA
200,112,NGCC,18.75,0.4,0.98,BC_PA
419.6, ,NGCC,18.75,0.4,0.98,BC_PA
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
60.5,24,NGCT,26.3,0.59,0.98,CE_IL
43.8,4,NGCT,26.3,0.59,0.98,PN_PA
43.8,4,NGCT,26.3,0.59,0.98,PN_PA
211.5,96,NGCC,18.75,0.4,0.98,DPL_PA
211.5,96,NGCC,18.75,0.4,0.98,DPL_PA
228.6,135,NGCC,18.75,0.4,0.98,DPL_PA
127,80,NGCC,18.75,0.4,0.98,DPL_PA
127,80,NGCC,18.75,0.4,0.98,DPL_PA
127,80,NGCC,18.75,0.4,0.98,DPL_PA
127,80,NGCC,18.75,0.4,0.98,DPL_PA
127,80,NGCC,18.75,0.4,0.98,DPL_PA
127,80,NGCC,18.75,0.4,0.98,DPL_PA
195.5,40,NGCC,18.75,0.4,0.98,DPL_PA
195.5,40,NGCC,18.75,0.4,0.98,DPL_PA
358.7,127,NGCC,18.75,0.4,0.98,AEP_OH
190.4,95,NGCC,18.75,0.4,0.98,AEP_OH
190.4,95,NGCC,18.75,0.4,0.98,AEP_OH
184,128,NGCC,18.75,0.4,0.98,DUQ_PA
184,128,NGCC,18.75,0.4,0.98,DUQ_PA
188,127,NGCC,18.75,0.4,0.98,DUQ_PA
198.9,100,NGCC,18.75,0.4,0.98,AEP_OH
198.9,100,NGCC,18.75,0.4,0.98,AEP_OH
317.1,150,NGCC,18.75,0.4,0.98,AEP_OH
198.9,100,NGCC,18.75,0.4,0.98,AEP_OH
198.9,100,NGCC,18.75,0.4,0.98,AEP_OH
317.1,150,NGCC,18.75,0.4,0.98,AEP_OH
44,4,NGCT,26.3,0.59,0.98,AEP_VA
44,4,NGCT,26.3,0.59,0.98,AEP_VA
3.3,0.6,Landfill_NG,15,0.39,0.43,DPL_PA
3.3,0.6,Landfill_NG,15,0.39,0.43,DPL_PA
3.3,0.6,Landfill_NG,15,0.39,0.43,DPL_PA
188.2,100,NGCC,18.75,0.4,0.98,ATSI_PA
188.2,100,NGCC,18.75,0.4,0.98,ATSI_PA
188.2,100,NGCC,18.75,0.4,0.98,ATSI_PA
271.5,184,NGCC,18.75,0.4,0.98,ATSI_PA
9,0.5,WindOn,0,0,0.28,AP_PA
15,0.8,WindOn,0,0,0.28,AP_PA
168,134,NGCT,26.3,0.59,0.98,CE_IL
191.5,120,NGCT,26.3,0.59,0.98,AE_NJ
191.5,120,NGCT,26.3,0.59,0.98,AE_NJ
297.5,173,NGCC,18.75,0.4,0.98,DOM_VA
297.5,173,NGCC,18.75,0.4,0.98,DOM_VA
297.5,173,NGCC,18.75,0.4,0.98,DOM_VA
579.7,60,NGCC,18.75,0.4,0.98,DOM_VA
1.6,0.5,Oil,40,0.82,0.98,DOM_VA
1.6,0.5,Oil,40,0.82,0.98,DOM_VA
1.6,0.5,Oil,40,0.82,0.98,DOM_VA
1.6,0.5,Oil,40,0.82,0.98,DOM_VA
179,110,NGCC,18.75,0.4,0.98,DUQ_PA
179,110,NGCC,18.75,0.4,0.98,DUQ_PA
179,110,NGCC,18.75,0.4,0.98,DUQ_PA
361,140,NGCC,18.75,0.4,0.98,DUQ_PA
66,3.3,WindOn,0,0,0.28,AP_WV
4.9,1.6,NGCC,18.75,0.4,0.98,ATSI_OH
4.9,1.6,NGCC,18.75,0.4,0.98,ATSI_OH
4.9,1.6,NGCC,18.75,0.4,0.98,ATSI_OH
4.9,1.6,NGCC,18.75,0.4,0.98,ATSI_OH
4.9,1.6,NGCC,18.75,0.4,0.98,ATSI_OH
0.8,0.2,NGCC,18.75,0.4,0.98,ATSI_OH
0.8,0.2,NGCC,18.75,0.4,0.98,ATSI_OH
6,1,NGCT,26.3,0.59,0.98,PN_PA
6,1,NGCT,26.3,0.59,0.98,PN_PA
6,1,NGCT,26.3,0.59,0.98,PN_PA
6,1,NGCT,26.3,0.59,0.98,PN_PA
64.5,3.2,WindOn,0,0,0.28,PN_PA
2,0.5,Oil,40,0.82,0.98,ME_VA
2,0.5,Oil,40,0.82,0.98,ME_VA
2,0.5,Oil,40,0.82,0.98,ME_VA
2,0.5,Oil,40,0.82,0.98,ME_VA
2,0.5,Oil,40,0.82,0.98,ME_VA
14,0.5,Oil,40,0.82,0.98,ME_VA
2,0.5,Oil,40,0.82,0.98,ME_VA
2,0.5,Oil,40,0.82,0.98,ME_VA
16.5,0.5,Oil,40,0.82,0.98,ME_VA
2.1,0.8,NGCT,26.3,0.59,0.98,BC_MD
30,1.5,WindOn,0,0,0.28,AP_PA
61.5,3.1,WindOn,0,0,0.28,CE_ND
76.2,0.1,WindOn,0,0,0.28,CE_IL
2,2,Oil,40,0.82,0.98,ATSI_OH
2,2,Oil,40,0.82,0.98,ATSI_OH
2,2,Oil,40,0.82,0.98,ATSI_OH
1.8,1.8,WindOn,0,0,0.28,AEP_OH
1.8,1.8,WindOn,0,0,0.28,AEP_OH
1.8,1.8,WindOn,0,0,0.28,AEP_OH
1.8,1.8,WindOn,0,0,0.28,AEP_OH
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
1.6,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,AEP_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,EKPC_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,EKPC_KY
0.8,0.1,Landfill_NG,15,0.39,0.43,EKPC_KY
11.2,0,Other,20.1096,0.30925,0.7515,JC_NJ
53,0,WindOn,0,0,0.28,CE_IL
24,0,WindOn,0,0,0.28,AEP_PA
7.5,0,WindOn,0,0,0.28,PS_NJ
0.5,0.1,Hydro,50,0,0.5,AEP_VA
0.5,0.1,Hydro,50,0,0.5,AEP_VA
0.5,0.1,Hydro,50,0,0.5,AEP_VA
40,0.1,Hydro,50,0,0.5,AP_WV
40,0.1,Hydro,50,0,0.5,AP_WV
210.9,1.5,WindOn,0,0,0.28,CE_IL
1.8,0.5,Oil,40,0.82,0.98,AEP_VA
1.8,1.8,Oil,40,0.82,0.98,AP_VA
1.8,1.8,Oil,40,0.82,0.98,AP_VA
1.8,1.8,Oil,40,0.82,0.98,AP_VA
1.5,1,Oil,40,0.82,0.98,AP_VA
1.8,0.3,Oil,40,0.82,0.98,DOM_VA
34.5,0,WindOn,0,0,0.28,AP_PA
44,4,NGCT,26.3,0.59,0.98,AEP_PA
8.4,0.1,WindOn,0,0,0.28,CE_IL
1.1,1.1,Landfill_NG,15,0.39,0.43,CE_IL
1.1,1.1,Landfill_NG,15,0.39,0.43,CE_IL
1.1,1.1,Landfill_NG,15,0.39,0.43,CE_IL
1.4,0.1,Oil,40,0.82,0.98,AEP_OH
1.4,0.1,Oil,40,0.82,0.98,AEP_OH
2,0.1,Oil,40,0.82,0.98,AEP_OH
1.3,0.1,Oil,40,0.82,0.98,AEP_OH
2,0.1,Oil,40,0.82,0.98,AEP_OH
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
1,0.6,Landfill_NG,15,0.39,0.43,DPL_DE
80,0,WindOn,0,0,0.28,CE_IL
80,0,WindOn,0,0,0.28,PN_PA
5.9,1.5,NGCT,26.3,0.59,0.98,CE_IL
5.9,1.5,NGCT,26.3,0.59,0.98,CE_IL
5.9,1.5,NGCT,26.3,0.59,0.98,CE_IL
5.9,1.5,NGCT,26.3,0.59,0.98,CE_IL
5.9,1.5,NGCT,26.3,0.59,0.98,CE_IL
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
1.6,0.8,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
1.6,0.8,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
1.6,0.8,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
0.8,0.4,Landfill_NG,15,0.39,0.43,AEP_IN
1.6,0.8,Landfill_NG,15,0.39,0.43,AEP_IN
26,0,WindOn,0,0,0.28,PL_PA
164,8.6,WindOn,0,0,0.28,DOM_WV
100,8.6,WindOn,0,0,0.28,DOM_WV
123,0.1,WindOn,0,0,0.28,CE_IA
75,0.1,WindOn,0,0,0.28,CE_IA
58.5,0.1,WindOn,0,0,0.28,CE_IA
29.9,0.1,WindOn,0,0,0.28,CE_IA
1.6,0.8,Landfill_NG,15,0.39,0.43,ME_PA
0.9,0.5,Landfill_NG,15,0.39,0.43,AE_NJ
0.9,0.5,Landfill_NG,15,0.39,0.43,AE_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,PL_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PL_PA
1.6,0.8,NGCT,26.3,0.59,0.98,PL_PA
2,1.9,Oil,40,0.82,0.98,CE_IA
2,1.9,Oil,40,0.82,0.98,CE_IA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_IL
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_IL
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_IL
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_IL
213.8,1.5,WindOn,0,0,0.28,CE_IL
72,0,WindOn,0,0,0.28,CE_IL
70,0.1,WindOn,0,0,0.28,ME_PA
28,15,NGCT,26.3,0.59,0.98,BC_MD
807.5,280,Coal,23.57,1.01,0.95,AP_WV
130.5,130.5,WindOn,0,0,0.28,CE_IN
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DPL_MD
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
